user_id,avg_decision_time,risk_score,exploration_score,curiosity_score,information_score,time_pressure_efficiency,decision_consistency,decision_variance,risk_shift_over_time,hint_dependency_curve,exploration_depth,pressure_success_rate,option_entropy,timeout_rate,path_unlock_rate,event_count,confidence,curiosity,emotional_safety,exploratory_power
TCBIS0568,4.193,0.342,0.768,0.477,0.257,0.559,0.3,0.652,0.094,0.52,0.565,0.508,0.415,0.076,0.187,24,5.99,6.14,6.25,6.38
TCBIS0569,2.202,0.256,0.931,0.336,0.314,0.697,0.995,0.07,-0.359,0.592,0.671,0.648,0.471,0.314,0.188,19,8.8,4.34,5.74,7.6
TCBIS0570,5.925,0.57,0.505,0.304,0.412,0.579,0.524,0.443,0.319,0.281,0.391,0.651,0.617,0.215,0.178,10,5.68,5.85,6.55,5.56
TCBIS0571,1.932,0.699,0.538,0.758,0.864,0.635,0.945,0.052,-0.174,-0.079,0.351,0.367,0.347,0.148,0.003,22,7.67,7.38,5.39,5.34
TCBIS0572,11.07,0.592,0.261,0.905,0.811,0.517,0.773,0.265,0.466,0.136,0.283,0.82,0.121,0.027,0.323,21,6.51,7.35,7.1,4.36
TCBIS0573,10.486,0.805,0.657,0.398,0.374,0.323,0.705,0.268,0.039,-0.248,0.536,0.441,0.652,0.143,0.312,10,4.55,3.99,5.92,6.98
TCBIS0574,4.341,0.584,0.288,0.713,0.774,0.621,0.578,0.378,-0.112,-0.132,0.212,0.542,0.789,0.36,0.072,24,6.97,6.93,6.1,3.93
TCBIS0575,5.88,0.828,0.57,0.655,0.536,0.426,0.536,0.412,-0.067,-0.209,0.517,0.28,0.318,0.126,0.418,14,5.84,6.35,4.54,5.88
TCBIS0576,9.47,0.254,0.383,0.243,0.355,0.303,0.979,0.071,0.504,-0.093,0.273,0.322,0.447,0.118,0.069,20,5.83,4.39,5.78,4.45
TCBIS0577,1.867,0.295,0.62,0.23,0.13,0.585,0.612,0.414,-0.535,0.517,0.455,0.415,0.315,0.174,0.148,15,6.48,4.22,6.49,6.61
TCBIS0578,2.516,0.296,0.366,0.307,0.32,0.479,0.337,0.62,-0.047,-0.112,0.293,0.187,0.522,0.002,0.158,10,6.37,4.21,5.64,4.79
TCBIS0579,2.044,0.369,0.619,0.845,0.771,0.832,0.765,0.268,-0.088,-0.203,0.435,0.834,0.839,0.421,0.094,22,8.51,6.8,6.87,5.85
TCBIS0580,10.161,0.475,0.498,0.536,0.558,0.449,0.523,0.551,-0.22,-0.002,0.415,0.655,0.336,0.108,0.262,20,5.92,6.62,7.17,4.8
TCBIS0581,5.323,0.497,0.439,0.557,0.531,0.472,0.585,0.406,-0.502,-0.243,0.37,0.34,0.894,0.18,0.243,18,5.83,5.15,6.57,5.26
TCBIS0582,5.185,0.514,0.392,0.382,0.291,0.461,0.748,0.189,-0.027,-0.237,0.335,0.359,0.372,0.131,0.229,10,6.7,5.25,7.03,5.33
TCBIS0583,6.305,0.786,0.562,0.614,0.558,0.478,0.844,0.093,0.102,0.304,0.451,0.423,0.919,0.408,0.244,23,6.33,6.71,5.21,6.73
TCBIS0584,8.734,0.465,0.423,0.429,0.612,0.51,0.9,0.085,0.19,0.291,0.45,0.669,0.667,0.134,0.5,18,7.89,5.77,7.99,5.82
TCBIS0585,8.513,0.615,0.351,0.897,0.554,0.282,0.742,0.247,0.103,-0.266,0.284,0.158,0.591,0.309,0.161,11,4.76,6.71,6.49,4.52
TCBIS0586,5.816,0.648,0.746,0.724,0.634,0.509,0.637,0.376,0.359,-0.216,0.566,0.438,0.881,0.229,0.232,13,6.38,5.49,6.36,6.52
TCBIS0587,4.337,0.606,0.851,0.661,0.655,0.662,0.858,0.091,-0.207,-0.098,0.805,0.66,0.748,0.236,0.719,10,7.65,6.85,6.05,7.23
TCBIS0588,4.626,0.559,0.604,0.59,0.323,0.516,0.772,0.262,-0.151,-0.27,0.421,0.43,0.956,0.243,0.081,13,5.85,5.52,5.9,5.43
TCBIS0589,1.352,0.83,0.582,0.56,0.521,0.668,0.599,0.459,-0.537,-0.15,0.577,0.473,0.838,0.04,0.567,13,7.44,5.5,5.47,6.82
TCBIS0590,10.625,0.39,0.551,0.266,0.436,0.222,0.538,0.414,-0.492,-0.174,0.397,0.213,0.843,0.077,0.11,12,4.75,4.65,7.0,5.5
TCBIS0591,2.075,0.698,0.773,0.639,0.634,0.657,0.822,0.118,0.544,0.255,0.62,0.479,0.905,0.316,0.336,23,6.77,7.14,5.6,7.05
TCBIS0592,3.355,0.296,0.755,0.297,0.458,0.553,0.796,0.272,0.153,0.532,0.579,0.385,0.552,0.032,0.253,22,7.12,4.34,6.94,6.72
TCBIS0593,8.262,0.329,0.527,0.186,0.215,0.39,0.696,0.286,-0.159,0.318,0.537,0.454,0.618,0.306,0.555,19,5.17,5.01,5.76,6.46
TCBIS0594,2.023,0.509,0.719,0.314,0.375,0.619,0.97,0.103,0.494,-0.241,0.524,0.447,0.659,0.225,0.163,11,7.24,4.58,6.91,6.75
TCBIS0595,4.331,0.909,0.46,0.296,0.166,0.578,0.42,0.568,0.289,0.49,0.508,0.581,0.903,0.275,0.596,23,6.74,4.19,4.99,6.39
TCBIS0596,7.677,0.086,0.648,0.647,0.637,0.392,0.544,0.467,0.412,-0.304,0.573,0.321,0.802,0.54,0.433,22,5.17,5.48,5.14,7.26
TCBIS0597,9.657,0.514,0.669,0.573,0.681,0.422,0.632,0.366,0.047,0.25,0.497,0.53,0.942,0.274,0.178,11,6.06,6.12,6.44,6.58
TCBIS0598,8.098,0.3,0.621,0.413,0.708,0.485,0.642,0.431,0.083,-0.285,0.414,0.543,0.859,0.495,0.031,13,5.81,4.97,6.4,5.68
TCBIS0599,3.102,0.16,0.769,0.66,0.542,0.531,0.644,0.376,-0.026,-0.097,0.705,0.298,0.297,0.245,0.587,20,6.56,6.15,5.25,7.92
TCBIS0600,10.577,0.822,0.577,0.165,0.572,0.418,0.903,0.152,0.391,-0.152,0.545,0.615,0.624,0.21,0.487,21,5.95,4.47,5.27,6.73
TCBIS0601,6.877,0.49,0.547,0.228,0.627,0.452,0.752,0.225,0.135,-0.068,0.475,0.395,0.947,0.273,0.341,17,6.61,4.45,5.92,7.63
TCBIS0602,10.222,0.129,0.101,0.432,0.308,0.159,0.443,0.602,-0.037,0.54,0.103,0.071,0.542,0.19,0.106,22,4.1,5.14,4.93,4.19
TCBIS0603,3.883,0.703,0.271,0.328,0.258,0.47,0.861,0.124,0.139,0.581,0.238,0.285,0.647,0.182,0.176,14,6.57,4.34,6.3,4.19
TCBIS0604,2.179,0.318,0.219,0.329,0.393,0.674,0.914,0.081,-0.432,0.648,0.185,0.578,0.78,0.146,0.123,22,8.25,5.26,7.66,4.19
TCBIS0605,9.371,0.197,0.152,0.356,0.208,0.303,0.821,0.113,-0.217,0.129,0.149,0.348,0.609,0.127,0.143,18,5.94,3.86,6.48,3.61
TCBIS0606,7.909,0.702,0.432,0.834,0.52,0.304,0.463,0.534,-0.032,0.202,0.432,0.169,0.398,0.06,0.433,10,4.97,6.46,5.2,5.75
TCBIS0607,1.147,0.754,0.549,0.19,0.246,0.634,0.794,0.268,0.183,0.632,0.375,0.443,0.884,0.322,0.053,21,7.64,3.55,5.35,5.97
TCBIS0608,1.923,0.572,0.501,0.53,0.322,0.673,0.495,0.484,-0.312,0.307,0.466,0.573,0.67,0.251,0.4,12,7.15,5.66,6.34,6.24
TCBIS0609,10.897,0.387,0.324,0.259,0.139,0.318,0.814,0.252,-0.37,-0.339,0.324,0.513,0.566,0.308,0.325,21,5.77,4.63,6.83,4.95
TCBIS0610,2.774,0.703,0.318,0.521,0.722,0.692,0.479,0.492,0.463,0.551,0.211,0.59,0.783,0.133,0.011,12,7.54,6.06,5.88,4.74
TCBIS0611,3.98,0.193,0.572,0.413,0.57,0.634,0.607,0.385,-0.305,0.565,0.566,0.589,0.757,0.219,0.554,12,6.87,5.11,6.58,6.25
TCBIS0612,3.03,0.198,0.601,0.298,0.296,0.53,0.526,0.44,0.45,0.261,0.566,0.346,0.509,0.115,0.502,12,5.85,4.39,6.43,6.72
TCBIS0613,9.903,0.595,0.499,0.364,0.572,0.479,0.755,0.294,-0.545,-0.156,0.402,0.7,0.816,0.034,0.221,11,7.04,5.29,6.45,5.96
TCBIS0614,5.039,0.397,0.172,0.738,0.696,0.416,0.995,0.049,-0.348,0.62,0.245,0.157,0.619,0.325,0.382,18,6.08,7.9,7.63,4.59
TCBIS0615,1.017,0.736,0.694,0.75,0.731,0.71,0.805,0.245,0.348,0.136,0.594,0.494,0.652,0.244,0.408,13,7.2,6.94,5.09,6.88
TCBIS0616,8.316,0.358,0.337,0.348,0.515,0.329,0.479,0.445,0.091,0.056,0.439,0.256,0.359,0.121,0.627,12,5.59,4.88,6.25,5.47
TCBIS0617,10.642,0.207,0.533,0.059,0.267,0.468,0.662,0.407,-0.504,-0.331,0.427,0.8,0.561,0.216,0.23,11,6.39,3.9,6.57,5.59
TCBIS0618,8.904,0.222,0.776,0.554,0.728,0.365,0.845,0.16,-0.112,-0.256,0.672,0.335,0.277,0.539,0.478,17,4.48,6.99,6.13,7.31
TCBIS0619,8.119,0.334,0.19,0.866,0.441,0.213,0.979,0.018,-0.15,-0.067,0.18,0.0,0.253,0.249,0.161,10,4.5,7.9,7.31,3.67
TCBIS0620,10.284,0.365,0.637,0.582,0.804,0.388,0.834,0.225,0.084,-0.253,0.445,0.475,0.541,0.095,0.089,24,6.56,6.72,6.57,6.13
TCBIS0621,3.769,0.322,0.114,0.401,0.696,0.644,0.785,0.277,-0.258,0.457,0.105,0.567,0.652,0.19,0.089,13,7.46,5.82,6.33,4.24
TCBIS0622,2.658,0.635,0.158,0.255,0.566,0.66,0.459,0.464,0.031,0.601,0.166,0.545,0.809,0.006,0.181,13,7.38,4.28,6.13,4.05
TCBIS0623,11.076,0.427,0.673,0.194,0.619,0.394,0.868,0.207,0.303,0.373,0.537,0.59,0.534,0.27,0.284,24,6.33,3.93,8.0,5.65
TCBIS0624,2.534,0.354,0.412,0.375,0.711,0.59,0.912,0.1,0.105,-0.095,0.335,0.349,0.979,0.086,0.193,15,7.88,4.27,7.92,5.31
TCBIS0625,2.805,0.443,0.721,0.655,0.399,0.422,0.569,0.46,0.235,0.262,0.631,0.064,0.189,0.393,0.465,13,4.87,6.32,5.81,6.68
TCBIS0626,9.936,0.118,0.129,0.622,0.512,0.423,0.681,0.27,-0.214,-0.205,0.199,0.59,0.596,0.654,0.328,19,5.88,5.97,3.95,4.02
TCBIS0627,4.282,0.806,0.506,0.668,0.801,0.441,0.679,0.364,0.503,0.51,0.571,0.131,0.663,0.363,0.691,18,5.56,6.29,4.68,6.29
TCBIS0628,7.728,0.57,0.897,0.464,0.587,0.511,0.608,0.346,-0.169,0.168,0.643,0.6,0.694,0.043,0.172,13,6.39,6.27,6.57,7.1
TCBIS0629,9.963,0.315,0.359,0.413,0.59,0.37,0.672,0.34,-0.539,-0.007,0.394,0.457,0.651,0.332,0.46,12,6.36,4.41,6.4,5.63
TCBIS0630,8.427,0.576,0.065,0.345,0.704,0.475,0.79,0.152,-0.374,0.102,0.072,0.547,0.862,0.217,0.085,20,6.86,5.78,7.01,4.29
TCBIS0631,5.504,0.371,0.291,0.241,0.391,0.706,0.752,0.242,0.352,0.232,0.318,0.906,0.229,0.096,0.367,19,7.63,3.74,6.8,5.25
TCBIS0632,8.388,0.464,0.19,0.062,0.217,0.212,0.652,0.4,0.456,0.36,0.189,0.069,0.921,0.549,0.186,19,3.84,3.74,6.02,4.37
TCBIS0633,10.533,0.74,0.152,0.451,0.412,0.328,0.982,0.026,0.385,0.464,0.244,0.448,0.209,0.131,0.414,11,5.24,5.53,6.13,3.69
TCBIS0634,1.488,0.451,0.661,0.314,0.687,0.82,0.117,0.819,-0.481,-0.296,0.67,0.784,0.613,0.097,0.688,23,7.47,5.36,7.06,7.41
TCBIS0635,6.431,0.85,0.535,0.688,0.657,0.477,0.972,0.037,0.26,-0.067,0.453,0.409,0.248,0.157,0.3,11,6.44,5.86,5.54,6.6
TCBIS0636,1.232,0.704,0.278,0.831,0.435,0.653,0.889,0.045,0.008,-0.085,0.255,0.449,0.94,0.154,0.211,24,7.68,6.21,5.96,4.73
TCBIS0637,10.36,0.715,0.413,0.488,0.751,0.476,0.93,0.036,-0.014,0.618,0.397,0.688,0.558,0.367,0.366,18,5.91,5.85,6.43,5.09
TCBIS0638,8.175,0.461,0.561,0.743,0.341,0.387,0.924,0.081,-0.326,-0.013,0.446,0.413,0.496,0.013,0.231,20,6.45,6.23,7.02,6.12
TCBIS0639,10.655,0.232,0.833,0.375,0.182,0.515,0.76,0.208,0.31,0.228,0.611,0.923,0.847,0.082,0.2,17,7.05,4.23,6.37,7.74
TCBIS0640,8.202,0.245,0.778,0.5,0.559,0.528,0.445,0.501,-0.301,0.331,0.594,0.681,0.469,0.475,0.253,17,5.86,6.21,5.62,6.89
TCBIS0641,8.721,0.398,0.539,0.306,0.377,0.465,0.793,0.257,0.16,0.49,0.628,0.621,0.844,0.023,0.793,20,8.15,4.41,7.33,7.05
TCBIS0642,9.082,0.581,0.454,0.225,0.337,0.473,0.802,0.24,-0.065,-0.053,0.372,0.674,0.83,0.219,0.219,23,5.77,5.1,6.43,5.93
TCBIS0643,2.556,0.428,0.513,0.73,0.873,0.814,0.545,0.487,0.203,0.625,0.36,0.811,0.814,0.019,0.076,11,8.4,6.59,6.9,5.7
TCBIS0644,4.273,0.299,0.853,0.133,0.271,0.564,0.909,0.02,-0.537,0.41,0.764,0.521,0.805,0.011,0.598,15,6.72,4.32,8.38,8.64
TCBIS0645,7.649,0.42,0.488,0.843,0.667,0.527,0.631,0.366,-0.483,0.587,0.389,0.611,0.464,0.024,0.204,23,7.14,6.56,7.9,6.32
TCBIS0646,10.226,0.297,0.749,0.761,0.442,0.351,0.874,0.181,0.129,-0.211,0.555,0.469,0.623,0.115,0.195,14,6.91,7.39,6.29,6.79
TCBIS0647,10.645,0.618,0.693,0.345,0.173,0.367,0.743,0.179,-0.037,0.524,0.591,0.597,0.743,0.178,0.403,17,5.33,4.04,6.73,6.29
TCBIS0648,6.511,0.398,0.251,0.516,0.236,0.318,0.872,0.149,-0.477,-0.235,0.384,0.154,0.33,0.202,0.631,23,6.22,5.09,8.05,5.06
TCBIS0649,7.189,0.821,0.265,0.625,0.312,0.666,1.0,0.011,-0.362,-0.309,0.454,0.964,0.929,0.027,0.804,15,8.45,5.64,6.55,6.03
TCBIS0650,9.751,0.672,0.7,0.13,0.123,0.356,0.667,0.281,-0.313,0.618,0.486,0.514,0.415,0.479,0.089,15,4.44,3.3,6.29,5.92
TCBIS0651,8.085,0.079,0.521,0.431,0.591,0.573,0.847,0.145,-0.083,-0.088,0.425,0.765,0.906,0.017,0.248,10,7.18,4.92,6.01,6.66
TCBIS0652,2.83,0.491,0.675,0.378,0.273,0.688,0.597,0.383,0.452,-0.036,0.689,0.685,0.302,0.207,0.716,23,7.01,4.43,7.08,6.16
TCBIS0653,4.483,0.385,0.408,0.552,0.374,0.474,0.702,0.32,0.281,-0.027,0.42,0.314,0.422,0.105,0.441,12,6.31,6.21,7.22,5.72
TCBIS0654,5.794,0.312,0.314,0.803,0.486,0.626,0.894,0.041,0.484,0.48,0.297,0.729,0.923,0.134,0.265,17,7.89,6.24,6.58,5.03
TCBIS0655,8.481,0.259,0.351,0.272,0.356,0.582,0.873,0.05,0.348,-0.156,0.467,0.867,0.381,0.187,0.682,22,8.06,3.8,6.36,5.42
TCBIS0656,1.599,0.528,0.896,0.791,0.614,0.484,0.908,0.093,-0.145,0.608,0.634,0.062,0.865,0.402,0.148,22,5.9,7.03,6.7,8.22
TCBIS0657,7.236,0.747,0.364,0.765,0.722,0.455,0.745,0.33,-0.228,0.376,0.344,0.407,0.245,0.266,0.307,12,6.41,6.91,5.15,4.29
TCBIS0658,1.998,0.315,0.892,0.471,0.27,0.717,0.332,0.746,-0.481,0.136,0.764,0.687,0.321,0.181,0.527,24,6.54,4.65,7.13,8.3
TCBIS0659,7.237,0.221,0.492,0.399,0.418,0.241,0.669,0.397,-0.226,0.192,0.421,0.0,0.566,0.281,0.288,22,4.7,4.38,5.97,5.75
TCBIS0660,4.639,0.251,0.653,0.033,0.507,0.654,0.772,0.159,-0.399,0.165,0.555,0.697,0.85,0.051,0.374,13,7.58,3.43,6.73,6.52
TCBIS0661,1.85,0.676,0.845,0.72,0.615,0.631,0.82,0.235,-0.135,0.237,0.65,0.408,0.828,0.048,0.287,24,7.79,6.4,6.14,7.66
TCBIS0662,11.009,0.264,0.868,0.579,0.541,0.468,1.0,0.008,0.382,0.032,0.593,0.766,0.333,0.105,0.083,21,7.69,6.48,7.29,6.84
TCBIS0663,3.497,0.66,0.614,0.952,0.902,0.665,0.544,0.443,0.229,-0.292,0.451,0.547,0.564,0.091,0.147,17,7.2,8.12,6.51,5.93
TCBIS0664,5.693,0.319,0.412,0.277,0.629,0.452,0.596,0.351,0.38,0.526,0.367,0.303,0.874,0.037,0.283,19,6.68,4.95,6.35,5.1
TCBIS0665,8.883,0.621,0.335,0.915,0.44,0.37,0.522,0.527,-0.219,0.141,0.328,0.408,0.564,0.108,0.314,15,5.82,7.32,5.4,5.0
TCBIS0666,9.58,0.323,0.492,0.711,0.592,0.494,0.801,0.204,-0.019,0.444,0.436,0.704,0.386,0.167,0.331,16,6.47,6.85,6.63,5.42
TCBIS0667,4.214,0.261,0.233,0.417,0.634,0.668,0.948,0.117,0.418,0.532,0.226,0.667,0.919,0.262,0.212,12,8.13,4.97,7.13,5.44
TCBIS0668,2.323,0.138,0.295,0.541,0.497,0.665,1.0,0.046,0.216,-0.058,0.32,0.545,0.647,0.154,0.365,19,7.51,5.62,6.13,5.67
TCBIS0669,4.933,0.386,0.172,0.558,0.349,0.545,0.727,0.279,-0.513,0.091,0.159,0.513,0.789,0.048,0.134,24,7.7,5.11,6.84,5.01
TCBIS0670,7.149,0.34,0.849,0.3,0.651,0.563,0.824,0.148,-0.492,0.293,0.581,0.657,0.736,0.242,0.083,21,7.63,5.02,7.4,7.24
TCBIS0671,6.489,0.389,0.39,0.338,0.176,0.47,1.0,0.03,0.461,0.174,0.297,0.504,0.545,0.019,0.125,15,7.23,4.61,7.16,5.21
TCBIS0672,1.064,0.371,0.455,0.112,0.054,0.676,0.696,0.322,-0.341,-0.192,0.442,0.571,0.491,0.275,0.417,18,7.26,3.4,7.26,5.98
TCBIS0673,2.996,0.535,0.665,0.315,0.366,0.793,0.73,0.255,0.251,0.414,0.689,0.912,0.329,0.152,0.733,13,8.51,5.42,7.56,7.31
TCBIS0674,11.099,0.563,0.519,0.088,0.075,0.317,0.83,0.193,0.521,0.315,0.439,0.541,0.75,0.088,0.291,19,6.59,3.26,6.25,5.39
TCBIS0675,4.436,0.54,0.831,0.876,0.81,0.608,0.859,0.178,-0.381,0.109,0.711,0.512,0.418,0.169,0.487,20,7.56,7.49,6.93,7.31
TCBIS0676,6.817,0.81,0.47,0.895,0.613,0.52,0.964,0.014,-0.317,-0.219,0.368,0.543,0.392,0.562,0.179,24,6.42,7.33,5.04,4.4
TCBIS0677,7.872,0.258,0.575,0.43,0.395,0.562,0.828,0.176,-0.221,-0.217,0.529,0.767,0.71,0.096,0.445,11,7.45,4.69,6.55,7.17
TCBIS0678,3.283,0.817,0.381,0.22,0.344,0.452,1.0,0.006,0.093,-0.199,0.498,0.18,0.674,0.276,0.716,11,6.05,3.35,5.22,5.88
TCBIS0679,9.045,0.326,0.296,0.207,0.461,0.479,0.944,0.04,-0.238,0.36,0.21,0.658,0.68,0.061,0.049,14,6.89,4.12,6.67,4.29
TCBIS0680,1.2,0.776,0.781,0.977,0.743,0.655,0.971,0.104,0.01,0.31,0.565,0.383,0.421,0.038,0.163,19,7.71,6.88,5.3,7.41
TCBIS0681,7.605,0.185,0.551,0.13,0.38,0.516,0.889,0.076,-0.097,0.435,0.405,0.648,0.33,0.079,0.135,19,7.15,4.51,7.5,5.45
TCBIS0682,10.752,0.576,0.436,0.92,0.63,0.375,0.429,0.58,-0.14,0.014,0.521,0.52,0.781,0.089,0.68,19,6.06,7.13,5.91,5.73
TCBIS0683,10.014,0.596,0.548,0.876,0.65,0.463,0.78,0.18,0.527,-0.323,0.397,0.655,0.846,0.232,0.117,13,6.99,7.44,5.89,5.09
TCBIS0684,10.528,0.357,0.78,0.408,0.416,0.229,0.955,0.037,-0.127,0.373,0.643,0.226,0.616,0.399,0.389,18,4.15,5.88,5.97,6.7
TCBIS0685,2.14,0.269,0.197,0.326,0.524,0.691,0.793,0.221,-0.312,0.164,0.325,0.584,0.52,0.201,0.563,12,7.65,4.72,6.99,5.65
TCBIS0686,10.663,0.836,0.513,0.294,0.465,0.316,0.465,0.485,-0.031,-0.007,0.352,0.419,0.328,0.376,0.053,23,4.81,4.62,4.6,4.61
TCBIS0687,3.012,0.53,0.343,0.881,0.771,0.546,0.384,0.593,-0.446,0.33,0.261,0.273,0.91,0.128,0.11,24,5.65,7.8,6.76,5.17
TCBIS0688,7.477,0.786,0.35,0.452,0.692,0.417,0.711,0.306,0.174,0.235,0.327,0.349,0.135,0.106,0.283,10,6.21,6.14,4.42,4.97
TCBIS0689,6.571,0.845,0.37,0.71,0.608,0.565,0.863,0.191,-0.349,-0.123,0.431,0.625,0.562,0.176,0.545,19,7.66,5.2,5.99,5.74
TCBIS0690,9.109,0.797,0.494,0.164,0.214,0.549,0.964,0.108,0.511,0.611,0.449,0.874,0.652,0.013,0.364,15,7.7,4.47,6.87,5.57
TCBIS0691,2.338,0.67,0.203,0.806,0.748,0.719,0.809,0.195,0.02,-0.296,0.225,0.611,0.881,0.162,0.266,19,7.84,6.9,6.76,5.0
TCBIS0692,10.106,0.33,0.522,0.632,0.44,0.461,0.543,0.483,-0.497,0.61,0.513,0.705,0.408,0.057,0.495,19,6.66,6.71,7.67,5.25
TCBIS0693,1.911,0.242,0.208,0.333,0.209,0.681,0.865,0.197,-0.137,-0.155,0.205,0.614,0.783,0.055,0.2,11,7.53,4.28,6.46,3.78
TCBIS0694,4.753,0.134,0.477,0.625,0.32,0.366,0.823,0.144,-0.017,0.393,0.518,0.108,0.564,0.575,0.594,18,5.71,6.13,5.46,6.28
TCBIS0695,4.986,0.444,0.548,0.273,0.444,0.552,0.368,0.575,0.048,0.285,0.469,0.511,0.538,0.247,0.322,23,6.0,4.64,6.76,6.11
TCBIS0696,5.5,0.724,0.279,0.685,0.572,0.571,0.728,0.316,-0.189,0.114,0.323,0.564,0.546,0.16,0.405,13,7.15,6.73,6.12,4.61
TCBIS0697,1.252,0.886,0.506,0.26,0.578,0.739,0.882,0.176,0.367,-0.148,0.359,0.61,0.735,0.002,0.087,19,8.45,4.95,5.33,5.56
TCBIS0698,5.167,0.46,0.209,0.762,0.551,0.607,0.673,0.282,-0.06,0.029,0.208,0.625,0.692,0.155,0.205,19,7.43,5.76,7.48,4.28
TCBIS0699,9.583,0.631,0.132,0.563,0.32,0.288,0.843,0.182,-0.044,-0.029,0.121,0.307,0.484,0.12,0.102,21,5.59,5.23,6.52,2.73
TCBIS0700,6.229,0.348,0.252,0.876,0.803,0.411,0.391,0.569,0.537,0.54,0.201,0.214,0.641,0.073,0.105,22,5.14,7.68,6.23,4.27
TCBIS0701,4.943,0.362,0.364,0.184,0.179,0.592,0.604,0.332,-0.139,0.108,0.456,0.655,0.374,0.067,0.627,19,7.38,3.21,7.05,6.24
TCBIS0702,7.684,0.649,0.825,0.357,0.65,0.436,0.989,0.027,-0.103,0.394,0.564,0.415,0.839,0.384,0.079,11,6.11,5.28,6.36,7.22
TCBIS0703,10.43,0.374,0.761,0.724,0.376,0.382,0.91,0.066,-0.198,-0.269,0.539,0.567,0.595,0.196,0.126,10,6.94,5.86,6.39,6.98
TCBIS0704,10.223,0.595,0.099,0.49,0.439,0.18,0.972,0.037,-0.486,-0.108,0.214,0.089,0.484,0.134,0.428,16,5.5,5.71,6.91,4.78
TCBIS0705,6.557,0.383,0.282,0.894,0.833,0.548,0.913,0.066,0.283,0.194,0.331,0.537,0.736,0.267,0.423,23,7.27,7.88,6.37,5.96
TCBIS0706,3.864,0.61,0.719,0.818,0.539,0.66,0.735,0.344,0.196,0.157,0.553,0.645,0.653,0.151,0.245,11,7.66,7.22,6.47,6.15
TCBIS0707,10.194,0.346,0.461,0.511,0.259,0.461,0.761,0.271,0.25,0.017,0.327,0.751,0.736,0.159,0.077,18,6.82,5.4,7.35,5.69
TCBIS0708,2.935,0.774,0.657,0.633,0.538,0.587,0.847,0.222,0.441,-0.228,0.56,0.41,0.54,0.069,0.38,12,8.15,6.58,5.73,6.07
TCBIS0709,5.169,0.38,0.722,0.142,0.197,0.642,0.579,0.422,0.477,-0.167,0.653,0.78,0.657,0.199,0.524,18,7.06,3.03,6.06,6.66
TCBIS0710,6.47,0.508,0.509,0.25,0.608,0.381,0.967,0.054,0.356,0.647,0.469,0.21,0.8,0.054,0.394,22,6.62,5.23,7.09,5.7
TCBIS0711,8.833,0.166,0.177,0.121,0.368,0.472,0.539,0.504,-0.546,-0.166,0.231,0.646,0.115,0.013,0.332,21,7.26,4.07,6.12,4.54
TCBIS0712,11.196,0.56,0.688,0.904,0.844,0.438,0.428,0.494,-0.451,-0.152,0.537,0.646,0.751,0.055,0.258,20,6.14,7.22,6.07,6.43
TCBIS0713,11.368,0.075,0.602,0.599,0.549,0.461,0.684,0.256,-0.088,0.316,0.558,0.778,0.767,0.07,0.477,17,7.31,5.96,5.67,7.57
TCBIS0714,6.161,0.544,0.74,0.241,0.615,0.492,0.901,0.085,-0.516,0.224,0.531,0.43,0.626,0.029,0.144,16,7.18,5.31,7.32,6.81
TCBIS0715,10.278,0.729,0.392,0.484,0.235,0.477,0.582,0.402,0.238,0.461,0.465,0.799,0.631,0.183,0.6,17,5.47,5.94,5.7,5.95
TCBIS0716,1.451,0.298,0.596,0.272,0.307,0.664,0.648,0.289,0.541,-0.215,0.416,0.518,0.692,0.403,0.081,21,6.14,4.17,4.67,5.88
TCBIS0717,1.993,0.406,0.882,0.235,0.358,0.58,0.984,0.053,0.161,0.577,0.659,0.362,0.597,0.23,0.245,11,7.38,4.59,6.75,7.19
TCBIS0718,5.711,0.508,0.81,0.735,0.525,0.517,0.896,0.157,0.055,-0.078,0.623,0.471,0.703,0.311,0.276,23,7.04,6.64,7.58,7.6
TCBIS0719,1.87,0.03,0.337,0.289,0.568,0.798,0.559,0.436,0.382,-0.099,0.436,0.792,0.982,0.036,0.619,18,8.53,4.94,5.5,5.81
TCBIS0720,6.127,0.547,0.488,0.901,0.86,0.467,0.568,0.403,-0.074,0.303,0.365,0.318,0.344,0.103,0.137,19,6.52,6.9,5.86,4.91
TCBIS0721,1.899,0.657,0.222,0.937,0.85,0.692,0.867,0.195,-0.483,0.066,0.236,0.496,0.591,0.117,0.261,19,7.68,7.77,7.1,4.98
TCBIS0722,2.358,0.478,0.602,0.811,0.57,0.83,0.81,0.134,0.292,-0.085,0.58,0.9,0.605,0.25,0.539,12,7.99,6.57,7.36,6.5
TCBIS0723,10.483,0.453,0.53,0.122,0.546,0.484,0.877,0.147,0.454,-0.284,0.398,0.761,0.479,0.415,0.154,14,6.94,4.11,7.14,4.57
TCBIS0724,7.842,0.206,0.44,0.326,0.228,0.458,0.69,0.334,0.224,0.472,0.393,0.57,0.506,0.003,0.305,14,7.4,4.71,5.38,5.14
TCBIS0725,11.283,0.382,0.275,0.453,0.33,0.168,0.57,0.37,0.486,-0.041,0.191,0.167,0.611,0.397,0.036,14,3.48,5.56,6.04,4.12
TCBIS0726,7.551,0.607,0.86,0.127,0.355,0.31,0.855,0.152,0.387,0.593,0.695,0.191,0.978,0.246,0.389,20,5.27,4.61,6.45,7.34
